UID,DV,Zip Code,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105
2400,0,400002,,Mumbai,26,male,post-graduate,,713,32108,Yes,Yes,salaried,SAPPHIRE FOODS INDIA PRIVATE LIMITED,term,6945,39,200000,4720,34002,term,0,0,220,1.52,47142,-2,3,-2,1,73.92,0,1,-2,1,0,2,105.97,9,0,44191,0,REVOLVER,-2,0,-1,2,24864.5,0,24864.5,40,2,24864.5,0,0,0,2,0,0,5,26196,15,7,0,2,0,53,-2,13,100,-1,12,0,15428,15,0,2,-1,0,0,15,248,4,15,70.8,0,24864.5,2,8,66,0,0,0,15,0,444498,0,0, -   ,"2,93,026",293026,0,293026,5165,1,14,754
2401,0,500049,SOUTH,Hyderabad,32,male,graduate,,705,108000,Yes,Yes,salaried,LIBERTY GENERAL INSURANCE LIMITED,term,10157,60,400000,9440,77971,term,6,7,308,19.43,293173,0,0,8,25,40.85,0,0,0,0,0,3,98.28,12,38.26,189782,3,RVLRPLUS,0,0,-1,3,1210792.55,0,1681776.8,171,3,757509.55,0,0,2,3,0,0,2,68913,34,5,0,10,1,38,453283,24,81,1,21,1,25254,34,1,2,1,25254,30.25,32,326,5,83,69.08,0,1228493.8,3,10,199,1,3,0,28,0,6193695,0,0, -   ,"38,70,291",3870291,0,3870291,0,1,27,738
2402,0,122001,,Delhi NCR,31,male,graduate,,690,31778,Yes,Yes,salaried,EY GLOBAL DELIVERY SERVICES INDIA LLP,term,6425,30,150000,3540,21968,term,0,1,214,1.29,21564,-2,0,4,1,0,0,1,-2,2,0,1,113.94,10,97.99,21648,23,REVOLVER,-2,0,-1,1,91379.95,5,97620,36,1,0,0,18.92,0,1,33.33,0,0,25204,13,3,7,1,1,98,97664,12,100,1,45,3,18619,13,3,1,1,18619,100,13,350,2,15,97.68,0,0,1,6,105,3,0,0,13,0,488721,0,3132,"3,132","1,83,050",183050,0,183050,0,1,12,708
2403,0,560037,SOUTH,Bangalore,43,male,post-graduate,,702,158000,Yes,Yes,salaried,SAPPHIRE FOODS INDIA PRIVATE LIMITED,term,19783,66,800000,18880,135882,term,2,5,276,0.95,91457,0,0,1,4,2.04,0,4,0,2,0,1,86,11,82.87,943506,12,REVOLVER,0,0,-1,4,0,19,0,142,5,0,0,15.38,0,3,26.76,0,0,293898,33,10,22,12,3,92,103917,21,58,0,83,4,262578,33,4,8,0,843422,92.59,30,294,23,69,80.87,0,0,5,12,140,0,0,2,21,62300,6636801,0,54591,"54,591","52,53,510",5253510,0,5253510,0,1,22,692
2404,0,641008,SOUTH,Coimbatore,29,male,graduate,,767,38182,Yes,Yes,salaried,ERICSSON INDIA GLOBAL SERVICES PRIVATE LIMITED,term,5046,42,150000,3540,24049,term,4,2,294,3.17,146166,0,0,3,11,27.63,0,4,0,0,10,3,112.38,12,112.38,318374,0,RVLRPLUS,0,0,-1,5,305224.1,1,509735.3,172,5,275441.1,0,0.58,0,5,1.12,0,1,57999,97,6,1,10,0,104,29653,86,65,-1,18,0,54008,97,0,5,-1,172015,100,94,396,12,85,86.19,0,479951.3,5,12,159,2,1,3,87,413001,1623769,0,0, -   ,"6,91,769",949679,257910,691769,0,1,89,729
2405,0,560061,SOUTH,Bangalore,39,male,graduate,,712,67352,Yes,Yes,salaried,FRANKLIN TEMPLETON INTERNATIONAL SERVICES (INDIA )PRIVATE LIMITED,term,3809,60,150000,3540,29240,term,3,3,300,0.99,106274,0,0,0,6,24.89,0,2,0,2,0,1,92.06,12,83.09,189817,3,REVOLVER,0,0,-1,3,77018.05,1,143864.75,56,3,77018.05,0,1.79,2,2,4.17,0,0,115650,35,3,1,6,1,84,0,29,100,-7,41,1,109009,35,1,0,-7,149563,85.43,26,418,3,25,81.79,0,143864.75,3,11,91,0,0,0,13,0,5174119,0,2526,"2,526","17,08,208",1708208,0,1708208,0,1,12,672
2406,0,500049,SOUTH,Hyderabad,37,male,graduate,,714,69700,Yes,Yes,salaried,HDFC BANK LIMITED,term,2539,60,100000,2360,19494,term,8,5,364,3.05,384212,282096,0,9,26,29.09,0,3,740502,2,0,1,82.16,12,83.98,718372,0,RVLRPLUS,3,0,1,5,1877715,1,2521885.6,183,6,557130,0,1.09,0,2,1.09,0,1,273229,36,3,2,14,0,-2,1320585,22,52,-1,162,0,258747,39,0,2,-1,319112,44.7,27,316,6,89,63.84,0,1201300.6,6,12,105,5,6,7,18,4976846,2440681,0,0, -   ,"11,43,285",5309963,4166678,1143285,95651,1,24,743
2407,0,560067,SOUTH,Bangalore,33,female,graduate,,786,142942,Yes,Yes,salaried,CRIF SOLUTIONS PRIVATE LIMITED,term,1276,60,800000,18880,65223,term,0,0,268,1.51,210321,0,0,0,3,34.61,17,2,0,1,0,2,98.14,9,98.14,361276,28,RVLRPLUS,0,1,4,2,143039.7,12,282093.55,110,2,180761.7,0,17.14,0,2,18.18,0,1,196763,24,8,18,6,4,-2,0,16,62,0,11,5,167550,32,9,3,3,326542,100,23,298,6,62,80.88,0,319225.55,2,11,64,0,6,9,16,20800000,2915669,0,28685,"28,685","11,63,589",8599421,7435832,1163589,0,1,24,677
2408,0,121003,,Delhi NCR,34,male,graduate,,759,76440,Yes,Yes,salaried,THOMAS COOK (INDIA) LIMITED,term,10157,60,400000,9440,77971,term,1,1,316,-5,95366,0,3,0,3,98.8,0,0,0,1,0,2,21.99,12,0,80302,18,TRANSACTOR,0,0,0,0,124428.2,0,621939.75,67,1,223212.2,12,1.47,999,0,0,7,6,18589,7,9,1,3,0,-2,0,4,70,-1,22,0,-2,11,2,1,2,0,0,5,302,2,31,7.22,999,280339.75,0,10,40,2,7,5,4,10100000,533916,0,0, -   ,"4,14,762",4398555,3983793,414762,0,1,8,734
2409,0,121013,,Delhi NCR,40,male,graduate,,745,101926,Yes,Yes,salaried,Tata Projects Limited,term,8812,48,300000,7080,56747,term,7,5,270,1.54,617301,0,0,14,22,20.85,0,4,9382,0,0,3,113.98,12,123.65,1116036,0,RVLRPLUS,2,0,-1,5,1509163.95,1,2154690.05,177,6,667054.95,0,0.55,0,5,1.16,0,0,338471,37,1,1,12,0,266,842109,25,44,-1,68,0,305931,37,0,4,-1,846885,75.88,36,344,16,84,84.35,0,1269548.05,6,12,99,1,1,1,26,550000,6357084,0,0, -   ,"35,59,280",3559280,0,3559280,0,1,26,722
2410,0,560062,SOUTH,Bangalore,29,male,graduate,,730,80000,Yes,Yes,salaried,AUROBINDO PHARMA LTD,emi-free,4197,60,325000,7670,65464,emi-free,0,3,180,-2,-2,-2,0,15,3,0,0,0,0,1,0,2,3.03,11,-2,1529,4,INDTRM,0,0,-2,0,1343854.55,3,1362871.55,85,0,1452.55,999,3.37,999,0,7.69,17,0,-2,26,11,3,3,0,-2,1402090,23,-2,-1,-2,0,-2,27,1,0,1,0,-2,26,284,1,32,1.51,999,19311.55,0,7,122,1,4,1,24,3000000,3483725,0,0, -   ,"17,73,839",4747057,2973218,1773839,0,1,24,749
2411,0,500032,SOUTH,Hyderabad,46,male,graduate,,724,68653,Yes,Yes,salaried,ORANGE RETAIL FINANCE INDIA PRIVATE LIMITED,term,3809,60,150000,3540,29240,term,3,1,162,7.9,152557,-2,0,-2,8,0,33,0,-2,1,0,2,59.9,12,59.9,52715,6,RVLRPLUS,-2,1,-1,0,87639.25,0,87639.25,34,1,87639.25,0,0,999,0,0,0,0,52715,18,1,0,3,1,60,-2,15,-2,-7,9,1,52715,18,1,1,-7,52715,100,16,361,2,20,33.02,999,87639.25,1,5,58,3,5,1,7,77524,4579444,0,0, -   ,"18,55,435",1930224,74789,1855435,199703,1,7,737
2412,0,600042,,Chennai,50,male,graduate,,685,90260,Yes,Yes,salaried,CMR Technical Campus,emi-free,4203,60,350000,8260,68262,emi-free,5,5,120,6.39,125933,0,0,0,13,8.95,0,0,0,0,0,3,110.09,12,78.14,481283,8,RVLRPLUS,0,0,-1,2,63633.15,1,250915.55,104,2,63633.15,0,7.48,1,2,2.17,0,0,110089,24,10,8,5,0,78,0,19,100,-1,43,0,78135,24,2,0,2,78135,29.62,23,388,3,42,96.33,0,250915.55,2,10,78,0,5,0,18,0,4622171,0,3534,"3,534","24,28,162",2428162,0,2428162,0,1,17,779
2413,0,500090,SOUTH,Hyderabad,36,female,post-graduate,,762,74574,Yes,Yes,salaried,ITS PLANNERS AND ENGINEERS PRIVATE LIMITED,emi-free,3388,60,250000,5900,49624,emi-free,9,3,292,1.16,346371,0,0,14,22,34.46,40,1,16989,1,0,2,99.77,12,99.77,714526,0,REVOLVER,1,2,-1,1,562504.65,1,580697.65,183,1,9703.95,0,0.54,0,1,1.28,0,1,395018,112,2,1,5,0,-2,451526,99,33,-1,17,0,385018,112,0,4,-1,484846,67.96,108,430,17,80,99.77,0,9703.95,1,12,242,0,0,0,100,0,7332463,0,3,3,"23,46,126",2346126,0,2346126,8049,1,102,704
2414,0,500018,SOUTH,Hyderabad,30,male,post-graduate,,666,77667,Yes,Yes,salaried,IJM (INDIA) INFRASTRUCTURE LIMITED,term,5714,60,225000,5310,43855,term,4,3,330,9.1,152438,0,4,3,6,97.7,0,1,943,1,0,2,114.19,11,95.9,93884,0,RVLRPLUS,1,0,-1,1,173243.5,1,240738.75,63,1,180076.5,0,3.12,0,1,3.33,0,6,41110,14,2,2,2,0,96,2829,12,100,-1,32,0,34525,14,0,0,-1,34525,41.83,14,346,4,29,89.83,0,247571.75,1,9,34,0,0,0,14,0,1168474,0,5919,"5,919","9,19,260",919260,0,919260,0,1,13,724
2415,0,500083,SOUTH,Hyderabad,37,male,graduate,,701,55215,Yes,Yes,salaried,BUZZWORKS BUSINESS SERVICES PRIVATE LIMITED,term,2539,60,100000,2360,19494,term,3,1,388,2.46,410289,0,0,2,10,17.41,8,6,0,1,8,2,106.21,12,106.21,1329363,8,RVLRPLUS,0,0,0,6,1009515.05,8,3891072.3,231,6,741252.05,0,3.95,0,5,6.72,0,0,530964,45,6,9,12,0,-2,104968,29,60,0,138,2,511999,48,4,8,1,930304,94.9,37,380,25,113,79.31,0,1373363.3,6,12,138,0,2,8,33,7601199,3650499,0,26019,"26,019","18,42,388",6532979,4690591,1842388,3715,1,43,723
2416,0,600007,,Chennai,32,male,post-graduate,,696,33400,Yes,Yes,salaried,TECH MAHINDRA LIMITED,term,5079,60,200000,4720,38984,term,4,6,188,2.74,132586,-2,0,-2,8,17.64,8,2,-2,0,0,3,102.02,12,97,664764,4,RVLRPLUS,-2,0,-1,7,337506.8,1,784176.25,111,7,337506.8,0,1.74,0,6,1.92,0,0,120379,27,9,2,12,0,105,-2,15,100,1,31,1,105352,27,1,2,1,310415,65.84,25,212,12,46,92.7,0,784176.25,7,12,80,1,0,1,20,74000,1788166,0,0, -   ,"9,19,114",919114,0,919114,0,1,20,738
2417,0,500089,SOUTH,Hyderabad,30,male,post-graduate,,726,41724,Yes,Yes,salaried,VODAFONE INDIA SERVICES PRIVATE LIMITED,term,6224,66,250000,5900,42613,term,1,2,242,-2,127836,-2,0,6,2,37.81,0,2,-2,2,0,1,58.41,11,107.84,211115,2,REVOLVER,-2,0,-1,2,480146.3,5,884694.25,114,2,406347.3,0,4.27,0,2,9.62,0,2,103523,43,9,5,5,0,108,73702,38,84,0,19,1,103523,43,1,3,0,205149,97.28,36,446,10,45,47.69,0,810895.25,2,12,75,1,0,3,35,270000,3166345,0,11112,"11,112","12,61,200",1261200,0,1261200,0,1,37,703
2418,0,411020,,Pune,31,male,graduate,,659,31871,Yes,Yes,salaried,BUNDL TECHNOLOGIES PRIVATE LIMITED,term,3615,36,100000,2360,17931,term,2,2,44,1.38,40110,-2,2,-2,5,71.51,0,0,-2,0,0,3,107.78,11,0,92855,33,TRANSACTOR,-2,0,-1,1,0,0,0,36,1,0,0,2.78,1,1,0,0,2,28291,6,12,1,2,1,83,-2,4,-2,0,33,1,20835,6,2,0,1,0,0,5,170,0,13,97.63,0,0,1,5,80,0,0,0,5,0,401691,0,40202,"40,202","1,80,860",180860,0,180860,0,1,4,675
2419,0,110092,,Delhi NCR,30,male,post-graduate,,727,41485,Yes,Yes,salaried,OZZOX SERVICES PRIVATE LIMITED,term,3809,60,150000,3540,29240,term,6,2,344,14.89,306128,-2,0,-2,18,39.17,11,2,-2,1,11,2,68.86,12,65.47,290245,0,RVLRPLUS,-2,0,-1,5,730252.9,2,944535.3,97,6,730252.9,0,3.19,0,1,3.77,0,3,77759,21,4,3,9,0,27,-2,11,40,-1,13,0,8297,21,0,2,-1,32733,17.98,21,346,9,54,45.13,0,944535.3,6,12,30,0,0,0,21,0,1821429,0,0, -   ,"8,47,650",847650,0,847650,0,1,20,738
2420,0,122001,,Delhi NCR,38,male,graduate,,727,54639,Yes,Yes,salaried,PROSIT INFOTECH PRIVATE LIMITED,emi-free,1202,60,100000,2360,19510,emi-free,3,2,314,1.24,277880,58052,0,7,6,46.16,0,2,58052,0,0,3,105.74,12,138.97,183501,9,REVOLVER,1,0,-1,3,19092.75,9,71733.2,94,3,0,0,10.53,0,3,19.15,0,4,41030,32,1,10,6,2,-2,315893,26,100,0,15,3,-2,32,3,2,0,109784,59.83,32,344,10,45,84.54,0,0,3,10,69,1,1,0,25,0,2807053,0,124814,"1,24,814","14,11,948",1411948,0,1411948,0,1,24,670
2421,0,560010,SOUTH,Bangalore,35,male,graduate,,774,60800,Yes,Yes,salaried,Mayuvachi Foods Private Limited,emi-free,3382,60,300000,7080,56199,emi-free,6,0,324,-2,101935,0,0,8,12,0,0,1,129800,1,0,2,0,12,0,60803,1,TRANSACTOR,1,0,-1,0,638418.55,0,927086.85,74,0,165407.55,21,0,999,0,0,21,0,39223,81,8,0,3,1,-2,473011,78,-9,1,90,1,-2,81,1,0,1,0,0,71,298,1,30,0,999,360841.85,0,8,264,4,0,10,49,854200,1980907,0,0, -   ,"3,11,553",311553,0,311553,-1,1,58,742
2422,0,500018,SOUTH,Hyderabad,29,male,graduate,,763,38272,Yes,Yes,salaried,GVK BIOSCIENCES PRIVATE LIMITED,term,8567,30,200000,4720,29290,term,5,3,328,0.22,371075,0,0,1,9,31.97,11,5,0,1,0,2,113.03,12,109.76,532994,6,RVLRPLUS,0,0,-1,6,609006.2,9,1401145.75,156,6,602000.2,0,7.79,0,6,10.84,0,1,102943,35,4,12,9,0,102,7006,26,55,1,14,1,98648,35,2,4,1,331694,76.91,34,344,18,80,103.41,0,1394139.75,6,12,57,0,0,1,33,120000,2421444,0,30703,"30,703","13,90,151",1510151,120000,1390151,0,1,33,684
2423,0,500076,SOUTH,Hyderabad,36,male,post-graduate,,719,52875,Yes,Yes,salaried,ACCENTURE SOLUTIONS PRIVATE LIMITED,term,3615,36,100000,2360,17931,term,1,0,284,10.78,151659,-2,0,5,6,33.49,40,2,-2,2,0,1,48.39,12,97.7,107674,5,RVLRPLUS,-2,0,-1,1,697752.1,0,807018.3,61,5,411092.1,0,0,0,1,0,0,5,95111,20,1,0,10,1,12,286660,10,75,1,7,1,15000,20,1,3,1,73275,68.05,17,324,7,28,24.66,0,520358.3,2,12,91,4,0,2,14,53257,3472081,0,0, -   ,"16,24,759",1624759,0,1624759,0,1,15,743
2424,0,603103,,Chennai,37,male,under-graduate,,726,86802,Yes,Yes,salaried,Department of Telecom,emi-free,2401,60,200000,4720,39532,emi-free,2,2,282,-2,153034,0,0,0,7,0,0,0,0,2,0,1,-2,12,-2,123233,5,TRANSACTOR,0,0,-1,-2,144178.65,0,355584.2,64,-2,144178.65,-2,0,-2,-2,0,-2,0,156172,22,12,0,2,1,-2,0,20,100,-7,119,1,83561,22,1,2,-7,0,0,21,368,5,29,-2,-2,355584.2,-2,9,33,0,0,1,13,67000,5401986,0,0, -   ,"30,11,176",3032886,21710,3011176,0,1,13,746
2425,0,110091,,Delhi NCR,33,male,graduate,,715,72527,Yes,Yes,salaried,ACCENTURE SOLUTIONS PRIVATE LIMITED,emi-free,1459,36,150000,3540,27586,emi-free,6,10,350,2.41,219643,29351,0,6,15,29.4,0,1,29351,1,14,2,76.84,12,97.34,374538,0,RVLRPLUS,1,1,-1,4,596938.85,1,896534.4,159,5,331447.85,0,0.62,0,4,1.16,0,2,54948,50,3,1,7,0,101,265491,42,100,-1,35,0,50746,50,0,1,-1,248229,100,50,414,10,81,65.2,0,549543.4,5,12,64,1,0,0,48,0,2766774,0,81,81,"12,60,125",1260125,0,1260125,0,1,47,707
2426,0,110015,,Delhi NCR,30,male,graduate,,751,48635,Yes,Yes,salaried,BARCLAYS GLOBAL SERVICE CENTRE PRIVATE LIMITED,term,19963,24,400000,9440,63735,term,6,8,318,3.71,1231482,-2,0,-2,14,36.37,24,3,-2,1,6,2,70.49,12,91.43,1427516,0,RVLRPLUS,-2,0,-2,6,2949383.45,0,3522788.25,143,7,2949383.45,0,1.36,0,4,0,0,1,493354,36,11,2,17,0,37,-2,17,82,-1,18,0,183744,37,0,2,-1,369362,44.49,33,314,11,58,51.03,0,3522788.25,7,12,183,2,3,1,26,100000,3042441,0,0, -   ,"12,17,494",1217494,0,1217494,163287,1,26,762
2427,0,411032,,Pune,38,male,post-graduate,,738,102277,Yes,Yes,salaried,BARCLAYS GLOBAL SERVICE CENTRE PRIVATE LIMITED,emi-free,1164,60,100000,2360,18937,emi-free,3,4,230,1.06,359542,0,0,1,13,28.92,0,2,0,1,7,2,95.2,12,59.1,854443,0,RVLRPLUS,0,0,-1,5,287810.25,0,1304919.45,113,5,284530.25,0,0,0,5,0,0,1,414910,28,1,0,14,0,-2,23186,14,96,-1,115,0,407722,29,0,4,-1,598014,69.99,27,336,10,51,74.15,0,1094240.45,5,12,153,1,2,1,21,2200000,8611676,0,0, -   ,"37,93,397",3793397,0,3793397,0,1,21,756
2428,0,412207,,Pune,37,male,post-graduate,,738,96937,Yes,Yes,salaried,ISYS SOFTECH PRIVATE LIMITED,emi-free,2403,60,200000,4720,39024,emi-free,2,6,242,1.62,83896,0,1,0,11,53.33,7,0,0,2,7,1,67.12,12,55.28,594247,14,RVLRPLUS,0,0,-1,3,11645.85,1,332592.75,119,8,11645.85,0,7.44,0,3,1.56,0,4,97501,22,10,9,14,1,26,0,8,100,0,20,2,53456,22,3,3,1,210634,72.04,19,342,9,60,50.43,0,65627.75,6,12,80,3,2,3,18,2772785,3004888,0,20612,"20,612","21,47,094",3849591,1702497,2147094,0,1,20,678
2429,0,560058,SOUTH,Bangalore,35,male,professional,,750,58573,Yes,Yes,salaried,ProConnect Supply Chain Solutions Limited,emi-free,2403,60,200000,4720,39012,emi-free,5,4,186,0.92,191424,38667,0,3,10,7.2,9,5,38667,0,0,3,113.39,12,113.39,880482,3,RVLRPLUS,1,0,-1,7,476609.6,3,738496.55,180,7,271676.6,0,2.7,0,7,3.61,0,0,116314,32,9,5,11,0,109,204933,21,28,-1,26,0,116314,32,1,5,0,746482,97.36,32,362,20,79,99.1,0,533563.55,7,12,166,0,0,0,29,0,3248458,0,33236,"33,236","16,86,952",1686952,0,1686952,20206,1,28,729
2430,0,201001,,Delhi NCR,37,male,professional,,750,46865,Yes,Yes,salaried,ABJAYON CONSULTANCY PRIVATE LIMITED,term,4984,24,100000,2360,15933,term,4,4,324,2.52,80454,0,1,7,12,80.64,0,0,0,1,0,2,106.92,12,101.8,225204,3,RVLRPLUS,0,0,1,2,350316.1,1,1318064.6,106,2,172024.1,0,0.92,0,2,1.79,0,5,78236,33,12,1,6,0,-2,178292,25,100,-1,81,0,69892,34,1,2,1,70239,50.12,31,352,8,54,78.34,0,167924.6,2,12,111,2,1,3,29,2235700,1539210,0,3992,"3,992","8,69,867",2790998,1921131,869867,-18743,1,31,700
2431,0,500090,SOUTH,Hyderabad,31,male,under-graduate,,693,79089,Yes,Yes,salaried,FORESIGHT IT SOLUTIONS AND CONSULTING INDIA PRIVATE LIMITED,emi-free,3833,60,300000,7080,59436,emi-free,5,2,275,-2,1500,0,0,0,12,0,0,0,0,1,0,2,35.43,12,0,31889,5,INACTIVE,0,0,1,0,0,0,0,84,1,0,999,0,999,0,0,0,0,112392,43,1,0,1,2,35,0,39,-2,1,76,2,31889,44,2,0,1,0,0,35,300,2,41,35.43,999,0,0,5,201,0,2,7,31,1394924,1698065,0,31515,"31,515","10,97,402",2224942,1127540,1097402,40000,1,39,730
2432,0,560030,SOUTH,Bangalore,38,male,graduate,,775,51017,Yes,Yes,salaried,LOADSHARE NETWORKS PRIVATE LIMITED,emi-free,2700,60,225000,2655,43884,emi-free,2,0,266,0.9,84196,-2,0,8,6,9.82,0,3,0,0,0,3,107.16,12,110.37,417822,4,RVLRPLUS,0,0,-2,5,309709.95,0,422297.7,112,5,53708.95,0,0.87,0,5,0,0,0,107191,70,4,1,11,1,118,256001,56,56,1,84,2,107191,71,3,4,2,345073,98.69,67,358,14,53,92.39,0,188277.7,5,12,186,1,2,2,32,785929,1832504,0,0, -   ,"10,02,387",1002387,0,1002387,41733,2,32,734
2433,0,500055,SOUTH,Hyderabad,36,male,graduate,,699,43700,Yes,Yes,salaried,DISYS INDIA PRIVATE LIMITED,term,3615,36,100000,2360,17931,term,0,0,240,-2,-2,0,-2,0,1,-2,0,0,0,1,0,2,-2,8,-2,0,10,NOBC,0,0,-1,-2,-2,2,0,61,-2,-2,-2,3.33,-2,-2,7.41,-2,-2,-2,39,12,2,3,3,-2,0,36,-2,1,-2,3,-2,39,4,2,1,0,-2,23,282,6,24,-2,-2,0,-2,8,124,0,0,2,19,190943,570222,2345,20598,"22,943","1,53,726",328201,174475,153726,0,1,20,706
2434,0,600042,,Chennai,33,male,under-graduate,,770,132913,Yes,Yes,salaried,Technobind Solutions Pvt Ltd,emi-free,2123,60,150000,3540,30996,emi-free,2,2,252,-2,167282,0,0,7,2,44.46,0,2,0,1,0,2,107.59,10,0,484076,5,REVOLVER,0,1,-1,2,316436.45,6,379799.55,109,2,0,0,10.09,0,2,11.32,0,2,158077,40,4,11,8,0,105,345354,31,35,0,11,1,158077,40,2,3,1,190756,58.45,33,384,15,51,97.2,0,68672.55,2,11,83,0,0,0,30,0,4277741,0,18702,"18,702","25,17,429",2517429,0,2517429,-30,1,29,690
2435,0,560078,SOUTH,Bangalore,37,male,post-graduate,,743,60909,Yes,Yes,salaried,MAERSK GLOBAL SERVICE CENTRES (INDIA) PRIVATE,term,3615,36,100000,2360,17931,term,1,3,380,1.05,223432,0,0,0,8,47.2,9,5,0,2,0,1,108.14,12,108.14,960020,3,RVLRPLUS,0,3,-1,6,71386.35,5,687028.85,157,6,71386.35,0,3.23,0,6,6.02,0,1,133138,35,1,5,11,0,102,0,23,59,-1,12,0,132180,35,1,8,0,459079,47.82,29,480,22,83,97.44,0,505854.85,6,12,146,0,0,0,24,0,3860136,0,30718,"30,718","26,68,228",2668228,0,2668228,0,1,23,700
2436,0,412101,,Pune,38,male,graduate,,774,46394,Yes,Yes,salaried,AMERICAN EXPRESS(INDIA) PRIVATE LIMITED,term,5423,36,150000,3540,26896,term,0,0,197,-2,-2,-2,-2,4,0,-2,-7,0,-2,0,-7,1,-2,8,-2,-2,11,INDTRM,-2,0,-1,-2,125415,0,138991.5,10,-2,-2,-2,0,-2,-2,0,-2,-2,-2,18,-2,0,5,2,-2,125415,13,-2,-7,-2,2,-2,18,2,0,-7,0,-2,18,299,0,3,-2,-2,0,-2,0,65,0,0,0,8,0,477624,0,0, -   ,"1,37,019",137019,0,137019,0,1,7,744
2437,0,560068,SOUTH,Bangalore,37,male,graduate,,726,117052,Yes,Yes,salaried,Adaequare Info Pvt Ltd,term,5875,48,200000,3600,37830,term,2,3,254,1.63,176059,0,1,7,2,50.32,0,1,0,2,17,1,98.4,10,92.54,200062,12,RVLRPLUS,0,0,-1,2,261947.75,0,506567.15,80,2,216214.75,0,7.41,0,2,0,0,3,144815,26,11,6,6,0,50,3528,20,100,0,71,1,59400,26,3,1,2,69421,100,20,246,7,30,73.3,0,458074.15,2,11,66,1,0,6,12,1092450,4705552,0,0, -   ,"20,09,157",2396609,387452,2009157,0,2,16,741
2438,0,500090,SOUTH,Hyderabad,29,male,post-graduate,,742,53202,Yes,Yes,salaried,Bausch and Lomb pvt Ltd,term,5241,66,210000,4956,35994,term,4,2,238,0.72,58777,-2,0,1,12,40.62,0,0,1060,1,0,2,107.83,12,0,131528,3,REVOLVER,1,0,-1,2,40090.6,3,37780.6,105,2,43270.6,0,2.88,0,2,4.76,0,3,56713,34,3,3,5,0,98,1060,28,100,-1,5,0,54035,34,1,1,0,0,0,23,392,8,61,79.94,0,40960.6,2,11,115,1,0,7,21,277550,1081637,0,2220,"2,220","6,94,983",770183,75200,694983,0,1,27,781
2439,0,382415,,Ahmedabad,32,male,post-graduate,,736,42867,Yes,Yes,salaried,HCL Technologies Ltd,term,3977,36,110000,2596,19725,term,3,4,277,-2,248826,0,0,7,5,44.49,0,1,0,1,0,2,110.73,12,110.73,148436,5,REVOLVER,0,0,-1,1,502384.9,3,672801.2,107,2,293402.9,0,2.73,0,1,6.25,0,4,94123,20,3,3,4,1,111,226997,14,100,1,16,1,94123,20,1,3,1,94123,72.97,18,353,11,45,51.66,0,445562.2,2,11,61,2,0,1,18,270000,1217489,0,17850,"17,850","6,22,285",749333,127048,622285,0,1,18,756
2440,0,560024,SOUTH,Bangalore,41,male,post-graduate,,707,100424,Yes,Yes,salaried,State Street Corporate Services Mumbai Private Limited,term,4992,24,100000,2360,15934,term,4,4,200,4.21,228311,0,0,1,7,23.92,17,1,0,1,0,2,110.29,12,95.07,234274,9,RVLRPLUS,0,1,-1,2,562399.75,3,1163642.8,83,2,163803.75,0,8.43,0,2,7.14,0,0,82252,22,7,7,6,0,91,488088,16,100,1,32,1,64287,22,2,1,1,115029,54.3,20,294,10,41,96.91,0,337336.8,2,12,115,4,2,1,10,575000,4730274,0,3633,"3,633","22,56,014",2564388,308374,2256014,0,1,10,722
2441,0,560040,SOUTH,Bangalore,32,male,graduate,,724,69895,Yes,Yes,salaried,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,emi-free,1800,60,150000,3540,29250,emi-free,0,0,246,3.36,77968,-2,0,0,1,0,0,1,0,2,0,1,119.72,10,119.72,77819,27,RVLRPLUS,0,0,-1,1,12805.1,1,0,70,1,12805.1,0,4.11,0,1,2.86,0,0,77819,22,1,3,8,5,120,0,14,-2,1,110,6,77819,22,6,1,1,77819,100,18,308,9,31,105.91,0,0,1,8,101,5,0,3,14,3615487,1155477,3195093,0,"31,95,093","4,54,625",2992243,2537618,454625,-3155,1,16,677
2442,0,500081,SOUTH,Hyderabad,33,male,post-graduate,,706,31255,Yes,Yes,salaried,SUNDARAM BUSINESS SERVICES LIMITED,term,4406,48,150000,3540,28374,term,5,3,162,16.88,135207,34047,1,14,10,73.3,0,1,90792,0,0,3,119.08,12,121.19,89310,4,RVLRPLUS,3,0,-1,2,417961.45,3,756545.85,90,2,79485.25,0,5.56,0,2,7.14,0,4,65733,23,2,5,2,0,0,214962,20,81,0,42,1,78,23,1,1,0,25449,99.69,18,340,7,39,83.66,0,262619.45,2,11,36,0,0,0,15,0,716522,0,5475,"5,475","2,79,288",279288,0,279288,0,1,14,710
